Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
700,Dyndentyl,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,1042,1264.19,485.38,-2.44,45.89,1063,27°C,Mogadishu (Somalia),,,,,,,,{t1:argent;charges:[{charge:anchor;t:purpure;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1042&name=Dyndentyl&seed=7742447050700&width=1400&height=683&style=default&tags=dead+end%2Cuncultivated%2Cno+square%2Cdense
701,Italat,,,Bakuna,Bakuna's Territories,Bakuna,Astellian Spirits,city,12668,221.15,501.3,-4.88,-114.08,472,28°C,Bangkok (Thailand),,,,,,,,{t1:argent;ordinaries:[{ordinary:gemelle;t:azure;line:straight}];charges:[{charge:fleurDeLis;t:purpure;p:abc;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Italat&population=12668&size=34&seed=7742447050701&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
702,Kolunszagrad,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,1224,1587.12,505.37,-5.5,95.41,4019,21°C,Tegucigalpa (Honduras),,,,,,,,{t1:azure;division:{division:perFess;t:argent;line:straight};charges:[{charge:anchor;t:or;p:kn;divided:field;size:0.7};{charge:scythe;t:purpure;p:e;divided:division;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1224&name=Kolunszagrad&seed=7742447050702&width=1400&height=683&style=default&tags=highway%2Cfarmland%2Cno+square%2Cdense
703,Pamalia,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,3409,1314.6,509.4,-6.12,53.62,266,27°C,Mogadishu (Somalia),,port,,,,,,{t1:purpure;ordinaries:[{ordinary:bend;t:argent;line:straight}];charges:[{charge:wheel;t:argent;p:cg;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Pamalia&population=3409&size=21&seed=7742447050703&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.68
704,Hangary,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,8052,495.9,533.3,-9.78,-71.94,266,27°C,Mogadishu (Somalia),,,,,,,,{t1:azure;ordinaries:[{ordinary:pale;t:argent;line:straight}];charges:[{charge:anchor;t:purpure;p:e;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Hangary&population=8052&size=28&seed=7742447050704&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
705,Lolat,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,4037,1624.35,529.36,-9.18,101.12,6067,16°C,Dubrovnik (Croatia),,,citadel,,,,,{t1:argent;charges:[{charge:crossArrowed;t:sable;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Lolat&population=4037&size=22&seed=7742447050705&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
706,Szar'swasz,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,3543,1677.34,534.96,-10.04,109.25,948,26°C,Jakarta (Indonesia),,,,,,,,{t1:argent;division:{division:perFess;t:bendy-argent-azure-smaller;line:wavy};charges:[{charge:anchor;t:gules;p:k;size:0.7};{charge:eagle;t:gules;p:n;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Szar%27swasz&population=3543&size=21&seed=7742447050706&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
707,Ramaway Dogs,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,4674,1541.41,545.02,-11.58,88.4,7248,14°C,Washington (D.C.),,,,,,,,{t1:or;ordinaries:[{ordinary:pale;t:purpure;line:invecked}];charges:[{charge:raven;t:sable;p:y;t2:vert;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Ramaway+Dogs&population=4674&size=23&seed=7742447050707&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
708,Hanzend,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,3033,1697.78,541.46,-11.04,112.38,210,28°C,Bangkok (Thailand),,,,,,,,{t1:or;charges:[{charge:scaleImbalanced;t:vert;p:jln;t2:azure;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Hanzend&population=3033&size=20&seed=7742447050708&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
709,Lotoft,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,6205,1398.41,553.11,-12.82,66.47,2051,23°C,Rio de Janeiro (Brazil),,,,,,,,{t1:argent;ordinaries:[{ordinary:chief;t:gules;line:nebuly}];charges:[{charge:earOfWheat;t:argent;p:abc;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Lotoft&population=6205&size=26&seed=7742447050709&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
710,Banirinthor,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,5193,1439.04,563.75,-14.45,72.7,1736,24°C,Dakar (Senegal),,,,,,,,{t1:argent;division:{division:perFess;t:purpure;line:straight};ordinaries:[{ordinary:fess;t:vert;line:straight;divided:counter}];shield:heater},https://watabou.github.io/city-generator/?name=Banirinthor&population=5193&size=24&seed=7742447050710&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
711,Dahelstyr,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,852,1341.58,571.4,-15.63,57.76,2392,22°C,Guangzhou (China),,,,,,,,{t1:purpure;division:{division:perFess;t:argent;line:wavy};ordinaries:[{ordinary:fessCotissed;t:or;line:straight}];shield:heater},https://watabou.github.io/village-generator/?pop=852&name=Dahelstyr&seed=7742447050711&width=1000&height=488&style=default&tags=dead+end%2Cuncultivated%2Cno+square%2Cdense
712,Mudden,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,793,1477.13,570.14,-15.43,78.54,4738,18°C,Barcelona (Spain),,,,walls,,,,{t1:argent;charges:[{charge:buckle;t:gules;p:jlh;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=793&name=Mudden&seed=7742447050712&width=1000&height=488&style=default&tags=dead+end%2Cuncultivated%2Cno+square%2Cpalisade%2Cdense
713,Mes Pily,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,1636,1531.1,586.63,-17.96,86.82,11812,4°C,Reykjavik (Iceland),,,,,,,,{t1:argent;ordinaries:[{ordinary:pile;t:gules}];charges:[{charge:inescutcheon;t:gules;p:ac;size:0.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1636&name=Mes+Pily&seed=7742447050713&width=1600&height=780&style=snow&tags=highway%2Cno+square%2Cdense
714,Domula,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,3861,1547.07,580.37,-17,89.27,4738,18°C,Barcelona (Spain),,port,,,,,,{t1:sable;ordinaries:[{ordinary:fess;t:argent;line:raguly}];charges:[{charge:anchor;t:purpure;p:e;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Domula&population=3861&size=22&seed=7742447050714&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
715,Bamilemusel,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,8981,1715.06,613.19,-22.04,115.04,30,24°C,Dakar (Senegal),,,,,,,,{t1:azure;charges:[{charge:mascle;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Bamilemusel&population=8981&size=30&seed=7742447050715&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
716,Valahal,,,Bakuna,Bakuna's Territories,Bakuna,Astellian Spirits,town,2737,272.33,623.21,-23.57,-106.23,118,23°C,Rio de Janeiro (Brazil),,,,,,,,{t1:argent;division:{division:perBendSinister;t:vert;line:rayonne};charges:[{charge:ladybird;t:gules;p:j;t2:gules;t3:gules;size:0.7};{charge:bullHeadCaboshed;t:or;p:o;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Valahal&population=2737&size=19&seed=7742447050716&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
717,Bantialemud,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,983,1697.26,623.44,-23.61,112.31,30,23°C,Rio de Janeiro (Brazil),,port,,,,,,{t1:gules;division:{division:perCross;t:argent;line:angled};charges:[{charge:crossMaltese;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=983&name=Bantialemud&seed=7742447050717&width=1000&height=488&style=default&tags=coast%2Chighway%2Cno+square%2Cdense
718,Xailia,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,4661,1512.89,641.78,-26.42,84.03,8534,5°C,Harbin (China),,,,,,,,{t1:purpure;division:{division:chevronny;t:or};ordinaries:[{ordinary:bend;t:argent;line:straight;divided:counter}];shield:heater},https://watabou.github.io/city-generator/?name=Xailia&population=4661&size=23&seed=7742447050718&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
719,Whyry Hold,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,8122,352.2,650.49,-27.76,-93.98,472,19°C,Marrakesh (Morocco),,,,,,,,{t1:or;charges:[{charge:comet;t:sable;p:beh;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Whyry+Hold&population=8122&size=29&seed=7742447050719&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
720,Yory Trola,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,8261,534.24,656.97,-28.75,-66.06,840,18°C,Barcelona (Spain),,,citadel,,,,,{t1:gules;ordinaries:[{ordinary:orle;t:argent}];charges:[{charge:crescent;t:argent;p:ken;size:0.4}];shield:heater},https://watabou.github.io/city-generator/?name=Yory+Trola&population=8261&size=29&seed=7742447050720&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
721,Zila'kove,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,7748,1626.53,653.75,-28.26,101.46,52,20°C,Alexandria (Egypt),,port,,,,,,{t1:argent;ordinaries:[{ordinary:terrace;t:gules;line:straight}];charges:[{charge:key;t:gules;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Zila%27kove&population=7748&size=28&seed=7742447050721&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
722,Brashire,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,4946,1173.04,667.91,-30.43,31.91,4990,6°C,Stockholm (Sweden),,,,,,,,{t1:argent;division:{division:perCross;t:masoned-or-sable-small;line:straight};charges:[{charge:anchor;t:gules;p:jo;divided:counter;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Brashire&population=4946&size=24&seed=7742447050722&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
723,Ropohalu,,,Bakuna,Bakuna's Territories,Bakuna,Astellian Spirits,town,5264,191.38,678.4,-32.04,-118.65,13,15°C,Rome (Italy),,,,walls,,,,{t1:vairInPale-purpure-or;ordinaries:[{ordinary:fess;t:argent;line:straight}];charges:[{charge:bugleHorn2;t:gules;p:def;t2:gules;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Ropohalu&population=5264&size=24&seed=7742447050723&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
724,Garo,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,3960,374.84,674.07,-31.37,-90.51,643,14°C,Washington (D.C.),,,,,,,,{t1:azure;ordinaries:[{ordinary:saltire;t:or;line:dovetailed}];charges:[{charge:unicornRampant;t:azure;p:e;t2:azure;t3:argent;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Garo&population=3960&size=22&seed=7742447050724&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
725,Casila'sol,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,1661,1093.8,682.39,-32.65,19.75,266,14°C,Washington (D.C.),,,,walls,,,,{t1:argent;division:{division:perBend;t:purpure;line:straight};charges:[{charge:wheatStalk;t:azure;p:l;t2:azure;size:0.7};{charge:roundel;t:or;p:m;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=1661&name=Casila%27sol&seed=7742447050725&width=1600&height=780&style=default&tags=river%2Chighway%2Cfarmland%2Cno+square%2Cpalisade%2Cdense
726,Brasquit,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,7853,329.51,695.35,-34.64,-97.46,118,14°C,Washington (D.C.),,,,,,,,{t1:argent;ordinaries:[{ordinary:bordure;t:gules}];charges:[{charge:goutte;t:or;p:ABCDEFGHIJKL;size:0.18};{charge:caravel;t:azure;p:e;size:1.1}];shield:heater},https://watabou.github.io/city-generator/?name=Brasquit&population=7853&size=28&seed=7742447050726&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
727,Galzontiag,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,5330,479.2,689.07,-33.67,-74.51,1312,11°C,Antwerp (Belgium),,,,,,,,{t1:argent;charges:[{charge:arbalest;t:sable;p:e;t2:sable;t3:sable;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Galzontiag&population=5330&size=24&seed=7742447050727&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
728,Nagalas Gro,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,village,922,587.5,690.38,-33.87,-57.9,840,12°C,Paris (France),,,,,,,,{t1:azure;division:{division:perPale;t:or;line:straight};charges:[{charge:archer;t:argent;p:p;t2:argent;t3:argent;size:0.7};{charge:castle;t:gules;p:q;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=922&name=Nagalas+Gro&seed=7742447050728&width=1000&height=488&style=default&tags=highway%2Cno+square%2Cdense
729,Szak Hold,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,village,1018,649.2,697.18,-34.92,-48.43,840,12°C,Paris (France),,,,,,,,{t1:or;division:{division:perCross;t:azure;line:straight};charges:[{charge:crescent;t:vert;p:e;divided:counter;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1018&name=Szak+Hold&seed=7742447050729&width=1400&height=683&style=default&tags=dead+end%2Cno+square%2Cdense
730,Horuntylsend,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,5031,1199.41,693.75,-34.39,35.95,4990,4°C,Reykjavik (Iceland),,,,,,,,{t1:gules;ordinaries:[{ordinary:orle;t:argent}];charges:[{charge:anchor;t:or;p:def;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Horuntylsend&population=5031&size=24&seed=7742447050730&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
731,Zigilgama,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,10798,536.4,710.71,-36.99,-65.73,643,10°C,London (England),,,,walls,,,,{t1:sable;ordinaries:[{ordinary:saltire;t:argent;line:straight}];charges:[{charge:crossDouble;t:azure;p:e;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Zigilgama&population=10798&size=32&seed=7742447050731&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
732,Zausemud,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,7500,643.25,711.56,-37.12,-49.35,210,11°C,Antwerp (Belgium),,,,,,,,{t1:argent;charges:[{charge:stagLodgedRegardant;t:azure;p:e;t2:azure;t3:purpure;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Zausemud&population=7500&size=28&seed=7742447050732&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
733,Kod'denisia,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,6513,679.71,708.59,-36.67,-43.75,82,11°C,Antwerp (Belgium),,,,,,,,{t1:argent;charges:[{charge:bookClosed;t:gules;p:e;t2:gules;t3:gules;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Kod%27denisia&population=6513&size=26&seed=7742447050733&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
734,Galolaven,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,2226,387.6,732.01,-40.26,-88.55,554,7°C,Montreal (Canada),,,,,,,,{t1:argent;ordinaries:[{ordinary:fess;t:sable;line:straight}];charges:[{charge:rose;t:argent;p:def;t2:purpure;t3:sable;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Galolaven&population=2226&size=18&seed=7742447050734&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
735,Roskavari,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,village,862,413.79,733.44,-40.48,-84.54,1063,6°C,Stockholm (Sweden),,,,,,,,{t1:argent;charges:[{charge:angel;t:sable;p:e;t2:sable;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=862&name=Roskavari&seed=7742447050735&width=1000&height=488&style=default&tags=river%2Cisolated%2Cno+square%2Cdense
736,Lizaria,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,10964,1275.96,753.06,-43.49,47.69,643,5°C,Harbin (China),,,,walls,,,,{t1:argent;charges:[{charge:key;t:gules;p:jlh;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Lizaria&population=10964&size=32&seed=7742447050736&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
737,Glaliamud,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,city,21938,1468.2,748.47,-42.78,77.17,161,6°C,Stockholm (Sweden),,,citadel,walls,,temple,,{t1:argent;charges:[{charge:sun;t:vert;p:jeo;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Glaliamud&population=21938&size=42&seed=7742447050737&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=1&walls=1&shantytown=0&style=natural
738,Wolagend,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,city,16234,1552.4,750.2,-43.05,90.09,30,6°C,Stockholm (Sweden),,port,citadel,walls,,,,{t1:azure;charges:[{charge:anchor;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Wolagend&population=16234&size=37&seed=7742447050738&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=1&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural&sea=1.72
739,Boogen Trove,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,3759,571.74,760.59,-44.64,-60.31,161,4°C,Reykjavik (Iceland),,,,,,,,{t1:argent;ordinaries:[{ordinary:pale;t:vert;line:raguly}];charges:[{charge:armEmbowedVambracedHoldingSword;t:argent;p:kn;t2:argent;t3:argent;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Boogen+Trove&population=3759&size=21&seed=7742447050739&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
740,Vasiarialend,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,village,1201,598.3,761.45,-44.77,-56.24,266,3°C,Tromsø (Norway),,,,,,,,{t1:argent;charges:[{charge:pincers;t:sable;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1201&name=Vasiarialend&seed=7742447050740&width=1400&height=683&style=snow&tags=highway%2Cno+square%2Cdense
